"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"917755","18-May-2003","CA","boat ride","Boat ride","","Load/Unload: scrape or stumble","25","Guest lost his balance at load injuring his left ankle",""
"909882","17-May-2003","NJ","bumper cars","Bumper car","Bertazzon 3B SLR","Collision: patron-controlled vehicles","110","Patients vehicle was struck from behind by another vehicle. Pt. Bumped right side of head (rear...","1/4 inch contusion behind right ear"
"917212","17-May-2003","CA","wooden coaster","Coaster - wooden","Morgan","Extremity hit something outside carrier","25","While riding the ***, guest put arms outside of the car and struck something solid with his left...","left hand injury"
"912579","17-May-2003","CO","kiddie ferris wheel","Ferris/gondola wheel","","Vehicle moved during load/unload","","When guest was boarding ride, seat tilted forward.","Hand and knee lacerations"
"918711","17-May-2003","CA","motion simulator","Simulator","Reflection","Body pain (normal motion)","25","Guest felt pain in left ribcage area after ride ended. Pain then became progressively worse.","rib pain"
"919212","16-May-2003","MI","Speedway","Roundabout","Zamperla","Collision: operator-controlled vehicles","2","As the cars entered the first turn of the track, the rear support bar of the ride disconnected...","Contusions and deep bruising to knees, bruising and welts on the neck from the safety belts, whiplash."
"909756","16-May-2003","TX","shoot the chute","Shoot the chute","O.D. Hopkins Associates, Inc.","Injured in queue or exit","11","Fell when wave hit and knocked front tooth loose.  He thinks it is okay.","Bump to mouth"
"909926","16-May-2003","NJ","Tivoli","Coaster - family/kiddie","Zierer","Body pain (normal motion)","6","Guest stated he neck felt funny on right side after getting off ride.","Neck pain"
"909881","16-May-2003","NJ","fun house","Fun house","Piper Productions","Patron's body hit something (participatory attraction)","6","Walking through Mirror Maze and walked into glass.",""
"909883","16-May-2003","NJ","fun house","Fun house","Show Me Manufacturing Co.","Patron's body hit something (participatory attraction)","13","Guest stated that while walking through the panels of glass on the first level, he turned into...","Face hit panel and chipped tow front teeth"
"911311","16-May-2003","NY","Roto Whip","Whip","Mangels","Ejection/fall from ride","3","Toddler climbed out of his seat while ride operator was talking to a friend.  The child was...","Airlifted to the hospital with head injury"
"919444","16-May-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Load/Unload: scrape or stumble","33","Guest states she tripped and fell while exiting vehicle, injuring her right hand.","Injury to hand.  Treated by personal physician (splint)."
"909762","16-May-2003","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","44","Guest fell from tube while riding ride.","Pain to C-spine."
"909770","16-May-2003","TX","waterslide","Water slide","","Fell or slid out of waterslide or snowtube","31","Guest struck concrete beside slide.","Tenderness to lower back and pelvis."
"918238","16-May-2003","CA","waterslide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","20","Guest became separated from her tube while going down the slide and struck her head. She has a...","cut to left eyebrow"
"910297","16-May-2003","IL","unidentified","Unknown","","Unscheduled stop","","Owner says that a computer malfunction caused the ride to stop and lock up which required the...",""
"909751","15-May-2003","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","32","Guest hit ankle at end of slide.","Sprain"
"909763","15-May-2003","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","55","Guest hit end of slide.","Tenderness to Sacrum: possible fracture."
"909927","14-May-2003","NJ","Mine Train","Coaster - mine train","Arrow Dynamics","Load/Unload: hit or pinched by restraint","15","Guest stated as she pushed down on the safety bar, her ankle pushed down and felt discomfort....","Ankle pain"
"917184","14-May-2003","NJ","Floorless coaster","Coaster - miscellaneous","Bolliger & Mabillard","Body pain (normal motion)","17","Guest stated after exiting from ride, her neck felt pain, however continued through park...",""
"917323","13-May-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Hyperextension or dislocation","46","Guest was in ride vehicle at load prior to ride dispatch. Guest dislocated left shoulder while...","dislocated shoulder"
"909733","12-May-2003","TX","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Load/Unload: hit or pinched by restraint","12","Got finger stuck in door latch of scrambler.  Did not realize it was stuck and put weight on...","Swelling, bruising, no broken skin."
"909705","12-May-2003","TX","dark ride","Track ride","","Ejection/fall from ride","11","Guest told the office he ""fell out"" of the car when his foot ""caught"" in the barrell and pulled...","Bruised and scraped."
"919540","11-May-2003","CA","dark ride","Track ride","","Unknown (not enough info)","27","Guest states she injured her neck at the end of the ride.","Neck injury.  Treated by physician."
"909759","10-May-2003","TX","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Load/Unload: scrape or stumble","12","Cut while exiting ride unit.","Laceration"
"918002","10-May-2003","CA","Speedway","Roundabout","Zamperla","Load/Unload: scrape or stumble","51","Guest hurried out of car to catch up with grandson, hit foot inside car and fell to ground....","arm injury"
"909729","10-May-2003","TX","Trabant/Wipe Out","Trabant","Chance Manufacturing, Inc.","Load/Unload: hit or pinched by restraint","8","Another quest hit her with the safety bar.","Laceration"
"909746","10-May-2003","TX","Balloon Wheel","Ferris/gondola wheel","Zamperla","Injured in queue or exit","11","Hit head on railing in queue line.","Laceration"
"909741","10-May-2003","TX","wooden coaster","Coaster - wooden","Roller Coaster Corporation of America","Patron hit something within ride vehicle","33","Struck chest against side of car.","Pain"
"919224","10-May-2003","CA","C.P. Huntington Train","Train","Chance Manufacturing, Inc.","Extremity hit something outside carrier","","Patron's left leg made contact with the platform as the train came into the station.  She was...","Leg was serverely bruised, but not fractured."
"919689","10-May-2003","CA","swing ride","Swing ride","","Unknown (not enough info)","","Unknown","Unknown"
"909924","09-May-2003","NJ","wooden coaster","Coaster - wooden","Don Rossner","Patron hit something within ride vehicle","8","Guest stated while on ride he struck his mouth on lap bar.","Mouth injury"
"909877","09-May-2003","NJ","go kart","Go-kart","Zamperla","Collision: patron-controlled vehicles","22","Guest stated his go cart was struck by another guests go kart during track race.",""
"917201","09-May-2003","CA","carousel","Carousel","Allan Herschell Company","Load/Unload: scrape or stumble","","Guest backed up after loading child and hit his head on the front of a carousel horse.",""
"909725","09-May-2003","TX","waterslide","Water slide","Wave Tek","Fell or slid out of waterslide or snowtube","14","Guest ran into fence at end of ride.","Abrasions"
"909764","09-May-2003","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","38","Fell out of tube while on ride.","Pain to head  and middle finger, left"
"909886","08-May-2003","NJ","bumper cars","Bumper car","Soli","Seatbelt abrasion or bruising","12","Guest stated while on bumper cars, the strap rubbed against her neck during ride.","Friction burn to neck"
"909876","08-May-2003","NJ","wooden coaster","Coaster - wooden","Don Rossner","Patron hit something within ride vehicle","18","Guest stated after exiting ride and had walked through park c/o rib pain.","Rib pain"
"909872","08-May-2003","NJ","flying coaster","Coaster - flying","Bolliger & Mabillard","Unscheduled stop","13","Guests complained of pain after suspension on holding area.","Seven patrons complained of testical discomfort."
"909739","08-May-2003","TX","mega coaster","Coaster - miscellaneous","Giovanola","Patron hit something within ride vehicle","14","States he hit chest on lapbar.","Pain"
"919643","05-May-2003","CA","train","Train","","Seizure or LOC","23","Patron told park she suffered two seizures while riding.  History of seizures.","Seizure.  Transported to local hospital."
"909870","03-May-2003","NJ","Tubs of Fun","Spinning cups/tubs","Hampton Amusement Rides LLC","Patron hit something within ride vehicle","3","Banged nose on middle of tubs as spinning, bloody nose. Child had ice, cream and was fine.","Bloody nose"
"909871","03-May-2003","NJ","flying coaster","Coaster - flying","Bolliger & Mabillard","Body pain (normal motion)","12","Guest stated her back hurt after exiting ride.","Back pain"
"909884","03-May-2003","NJ","mega coaster","Coaster - miscellaneous","Bolliger & Mabillard","Seizure or LOC","31","Panic attack during ride, passed out during ride. Stayed in park remainder of the day with no...",""
"919443","03-May-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Body pain (normal motion)","48","Guest states injured her back while on the ride.","Back injury.  Treated by physician."
"909923","03-May-2003","NJ","waterslide","Water slide","","Injured in queue or exit","4","Walking to the *** in waterpark and fell face first.","Hit face"
"909922","02-May-2003","NJ","Flitzer","Coaster - miscellaneous","Zierer","Equipment failure","","Prox sensor after trim failed to flag and reset trim block.",""
"909890","02-May-2003","NJ","kiddie bumper cars","Bumper car","","Seatbelt abrasion or bruising","5","Guest parent indicated the safety strap rubbed on child's neck during ride.","Friction burn to neck"
"909891","02-May-2003","NJ","kiddie ferris wheel","Ferris/gondola wheel","","Equipment failure","","Child was removed from basket car via ladder.",""
"910296","02-May-2003","IL","mega coaster","Coaster - miscellaneous","Bolliger & Mabillard","Illness or neurological symptoms","11","An 11 year old girl was carried off the ride limp by the person riding in the car with her....","Death"
"909743","02-May-2003","TX","waterslide","Water slide","","Patrons collided","5","Walking up slide, bumped by another guest","Pain to right clavicle"
"918004","01-May-2003","CA","Sea Dragon","Pirate ship","Chance Manufacturing, Inc.","Body pain (normal motion)","51","Handicapped guest boarded the ride and lowered the lapbar on herself. After the ride cycle was...","abdominal discomfort"
"909888","30-Apr-2003","NJ","Enterprise","Enterprise","Schwarzkopf  Rides","Load/Unload: scrape or stumble","15","Guest stated after exiting ride, caught foot leaving cart and twisted leg.","Twisted leg"
"909706","30-Apr-2003","TX","flume ride","Flume ride","Arrow Dynamics","Load/Unload: scrape or stumble","","Slipped entering boat.","Sprain"
"917519","29-Apr-2003","CA","car ride","Car ride","","Patron hit by ride","4","Patron tripped and fell onto the track and was struck by the vehicle.  Mother injured her back...","Child admitted to hospital.  Mother injured her back lifting the ride vehicle off of her child."
"911996","29-Apr-2003","FL","Sky Venture","Skydiving ride","SkyVenture","Patron's body hit something (participatory attraction)","37","A 37 year old female struck the door frame while exiting from flying at Sky Venture.","She was treated, released."
"909889","26-Apr-2003","NJ","Enterprise","Enterprise","Schwarzkopf  Rides","Load/Unload: scrape or stumble","15","Guest stated while exiting ride, her right foot stayed in car and she fell to ground onto her...","Knee pain"
"909760","25-Apr-2003","TX","Mine Train","Coaster - mine train","Arrow Dynamics","Injured by foreign object","13","Struck by object during ride.","Laceration"
"910254","25-Apr-2003","OH","wooden coaster","Coaster - wooden","Roller Coaster Corporation of America","Body pain (normal motion)","52","52-year-old female complained of back pain after riding coaster.","Back injuries.  Transported and admitted to *** Hospital."
"918706","25-Apr-2003","CA","rafting ride","Rafting ride","Intamin AG","Body pain (normal motion)","39","While riding, 5 year old was hiding her head under mother's arm when the boat hit the wall and...","pulled shoulder"
"918003","24-Apr-2003","CA","Speedway","Roundabout","Zamperla","Load/Unload: scrape or stumble","8","Child attempted to get into car from inside of ride ring, tripped on ride arm and fell to ground...","arm/wrist injury"
"919223","24-Apr-2003","CA","steel sitdown coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Unknown (not enough info)","","State report did not describe accident, except to say that the accident occurred at 8:30pm, two...","Unknown"
"909862","23-Apr-2003","NJ","Wacky Shack","Fun house","Funni-Frite","Fall (climb or play area)","5","Slipped on roller while walking. Mother requeted to go to hospital. Was not told about this...",""
"909921","23-Apr-2003","NJ","family/kiddie coaster","Coaster - family/kiddie","Zamperla","Load/Unload: hit or pinched by restraint","10","Seat #2 Tornado, patron's friend and patron were sitting in the seat before the ride began....","Crush/pinch injury to hand"
"917744","23-Apr-2003","CA","trolley","Tram/trolley","","Load/Unload: scrape or stumble","57","While struggling to get up from sitting on a stroller, this adult female fell forward into the...",""
"919566","23-Apr-2003","CA","boat ride","Boat ride","Arrow Dynamics","Illness or neurological symptoms","31","Park states that guest took her seat with her party and suddenly stood up as the boat was being...","Anxiety about pregnancy after being jostled during dispatch.  Transported to local hospital."
"909885","22-Apr-2003","NJ","bumper cars","Bumper car","Soli","Collision: patron-controlled vehicles","8","Guest stated she bumped her head as she bumped other cars upon wheel. Rice completed normal run...","Bumped head"
"918707","22-Apr-2003","CA","rafting ride","Rafting ride","Intamin AG","Injured by foreign object","40","While on the ride, guest was truck around the left eye with coins that were thrown down from...","eye struck by coins"
"909892","21-Apr-2003","NJ","Custom looping coaster","Coaster - miscellaneous","Arrow Dynamics","Patron hit something within ride vehicle","15","Guest stated she bumped her head back in seat during ride. Ride completed normal cycles.","Bumped head on seat back"
"911995","21-Apr-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","14","A 14 year old male sustained a small abrasion when his go kart at Magical Midway, Orlando, was...","He was treated and released from a local hospital."
"918064","21-Apr-2003","CA","train","Train","Crown Metal Products","Fell from seat, but not carrier","4","Child slid off his seat and hit seat across from him, cutting chin. The train was in the station...","cut to chin"
"909887","21-Apr-2003","NJ","carousel","Carousel","Savage Carousel Manufacturing Co.","Load/Unload: scrape or stumble","8","Guest stated while exiting off horse, fell cutting her leg.","Laceration to leg"
"918075","20-Apr-2003","CA","tea cups","Spinning cups/tubs","Arrow Dynamics","Load/Unload: scrape or stumble","7","Child felt dizzy exiting ride, fell outside of ride car and hit head on fence.",""
"909765","20-Apr-2003","TX","go kart","Go-kart","Formula K Raceway, Inc.","Collision: patron-controlled vehicles","12","Guest hit by kart 26 on road course.","Pain"
"911994","20-Apr-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","14","A 14 year old female complained of neck and back injuries after her go kart spun out and was...","She was treated and released from a local hospital."
"909917","19-Apr-2003","NJ","spinning coaster","Coaster - wild mouse","Reverchon","Abrupt stop/drop/lurch","10","Crazy Mouse jerked several times causing patrons to jerk forward.","Four patrons complained of minor injuries."
"909916","19-Apr-2003","NJ","go kart","Go-kart","Formula K Raceway, Inc.","Collision: patron-controlled vehicles","11","Patron was in go kart and another go kart bumped him from behind in the rear. Released to pier...",""
"909867","19-Apr-2003","NJ","fun house","Fun house","Piper Productions","Patron's body hit something (participatory attraction)","39","Injured was walking through maze, striking face on glass.","Face hit glass"
"909868","19-Apr-2003","NJ","fun house","Fun house","Piper Productions","Patron's body hit something (participatory attraction)","","Patron and her father entered the mirror maze, patron walked into the glass wall causing the...","Forehead hit glass"
"909750","19-Apr-2003","TX","mega coaster","Coaster - miscellaneous","Giovanola","Body pain (normal motion)","15","Jostled by ride.","Strain"
"918201","19-Apr-2003","CA","waterslide","Water slide","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","28","Guest was stepping into pool when she lost her balance and fell backwards, striking head on the...","head injury"
"918807","19-Apr-2003","CA","4th dimension coaster","Coaster - 4th dimension","Arrow Dynamics","Body pain (normal motion)","","Guest was riding and felt neck pain during the last turn of the ride. She described the pain as...","neck pain"
"909866","18-Apr-2003","NJ","bumper cars","Bumper car","Bertazzon 3B SLR","Collision: patron-controlled vehicles","11","Guest was riding cars when she ws bumped from behind by another guest. At that time, a portion...",""
"911993","18-Apr-2003","FL","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","13","A 13 year old female complained of neck and back injuries when she drove her go kart into the...","She was treated and released."
"918202","18-Apr-2003","CA","waterslide","Water slide","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","35","Guest was assisting her child off the slide and she fell backwards.",""
"909755","18-Apr-2003","TX","water coaster waterslide","Water slide","O.D. Hopkins Associates, Inc.","Patron's body hit something (participatory attraction)","12","Unknown.  Was riding with her dad.","Cut 3/4 inch a long eyebrow which required stitches."
"919222","17-Apr-2003","CA","Frisbee","Spinning pendulum","Huss Rides","Load/Unload: hit or pinched by restraint","","Patron hit her head on the lap bar, rode the ride, and was later diagnosed with a concussion....","Concussion"
"917953","17-Apr-2003","CA","boat ride","Boat ride","","Entrapment or pinch-point","42","Guest injured his finger between the vehicle boat and the dock.",""
"918730","17-Apr-2003","CA","mega coaster","Coaster - miscellaneous","Giovanola","Patron hit something within ride vehicle","","Guest was riding *** and was struck on the chin by a seat cushion. Guest was sent to hospital...","cut to chin"
"919387","16-Apr-2003","CA","tea cups","Spinning cups/tubs","","Patron hit something within ride vehicle","7","Child injured his foot when he kicked the door while riding.","Foot injury, treated at local hospital."
"909732","16-Apr-2003","TX","C.P. Huntington Train","Train","Chance Manufacturing, Inc.","Patron hit by ride","12","Injured person, ran into the front of the train while crossing the track from north to south....","Minimum Bleeding, some lacerations, swelling, possible fractre."
"919565","16-Apr-2003","CA","boat ride","Boat ride","Arrow Dynamics","Unscheduled stop","61","Guest states difficulty breathing and feeling faint during evacuation of ride.  History of high...","Difficulty breathing, faintness.  Transported to local hospital."
"909395","14-Apr-2003","CT","Dragon Wagon","Coaster - family/kiddie","Wisdom Industries, Ltd.","Ejection/fall from ride","4","4-year-old child was thrown from a kiddie coaster when the ride went into the corner.  Her foot...","Transported via ambulance to hospital.  Cat scan and x-rays were negative.  Cuts and bruises on her legs, back, and face; head injury."
"917377","14-Apr-2003","CA","Samba Balloons","Paratrooper-type","Zamperla","Load/Unload: scrape or stumble","2","Guest ran to the stopped vehicle and tripped, hitting his head on the vehicle door.",""
"909865","14-Apr-2003","NJ","go kart","Go-kart","Formula K Raceway, Inc.","Patron hit by ride","30","Driver was driving go kart accidentally hit a man on the go cart track. His car bumped the rail...",""
"917783","14-Apr-2003","CA","carousel","Carousel","","Load/Unload: scrape or stumble","48","Guest twisted her left knee while dismounting the carousel horse","twisted knee"
"909737","12-Apr-2003","TX","tea cups","Spinning cups/tubs","","Patron hit something within ride vehicle","6","Hit mouth on ride.","Pain"
"909389","12-Apr-2003","CA","Clatterpillar","Coaster - family/kiddie","Wisdom Industries, Ltd.","Ejection/fall from ride","8","Operator left controls unattended, allowing a 'young male patron' to activate the drum switch...","Right clavicle fracture and basilar skull fracture"
"919539","12-Apr-2003","CA","dark ride","Track ride","","Load/Unload: hit or pinched by restraint","41","Guest states that the lap bar hit her arm as she was loading.","Arm injury.  Treated by physician."
"919544","12-Apr-2003","CA","dark ride","Track ride","","Load/Unload: hit or pinched by restraint","44","Guest states she was bruised when the lap bar was lowered.","Contusion.  Treated by physician."
"918380","12-Apr-2003","CA","boat ride","Boat ride","Morgan","Load/Unload: scrape or stumble","6","While getting into the boat, guest slipped on the side boat hitting his lip on a seat. Boat...","lip injury"
"911992","12-Apr-2003","FL","carousel","Carousel","","Load/Unload: scrape or stumble","4","While exiting the *** Carousel a 4 year old female slipped and fell striking her nose and head...","She was treated and released from a local hospital."
"909736","12-Apr-2003","TX","flume ride","Flume ride","Arrow Dynamics","Injured in queue or exit","4","Fell off railing in queue line and hit head on the ground.","Laceration"
"919504","11-Apr-2003","CA","wild mouse","Coaster - wild mouse","Mack Rides","Patron hit something within ride vehicle","12","Guest's mother states that child's right shoulder impacted the side of the vehicle as it made...","Fractured collarbone."
"909869","11-Apr-2003","NJ","Family Gravity Coaster","Coaster - family/kiddie","Zamperla","Body pain (normal motion)","7","Patron stated exiting ride, left side of neck discomfort.","Neck pain"
"911991","11-Apr-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","10","A 10 year old female complained of neck and back injuries when her go kart was rear ended by...","She was treated and released."
"909761","11-Apr-2003","TX","rafting ride","Rafting ride","O.D. Hopkins Associates, Inc.","Patron hit something within ride vehicle","17","Struck mout on ride unit","Avolsion"
"909742","10-Apr-2003","TX","Zyklon","Coaster - zyklon","Pinfari","Collision: operator-controlled vehicles","10","Fell onto wooden deck after roller coaster car impacted antother car from rear.","Bumps and bruises."
"909661","10-Apr-2003","TX","drop tower","Drop tower","S & S Power Inc","Injured in queue or exit","17","Guest jumped over rail in queue line and hit head on another rail.","Laceration"
"909735","10-Apr-2003","TX","wooden coaster","Coaster - wooden","Dinn","Patron hit something within ride vehicle","14","Guest struck hand against unknown object.","Pain/Contusion"
"911990","10-Apr-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","15","A 15 year old male hit his head against the head rest when his go kart spun out and was T-boned...","He was treated and released."
"911988","08-Apr-2003","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","9","A 9 year old male sustained an injured ankle and cheek bruise when he steered his go-kart into a...","The patron was transported, treated and released."
"911989","08-Apr-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","14","On April 9, a 14 year old male complained of neck and back injuries after his go kart was rear...","He was treated and released at a local hospital."
"917743","07-Apr-2003","CA","trolley","Tram/trolley","","Injured in queue or exit","28","Guest alleges while standing in the *** street, he turned sideways and hurt his left shoulder on...",""
"918210","07-Apr-2003","CA","wave pool","Wave pool","Wave Tek","Load/Unload: scrape or stumble","51","Guest entered wave pool, slipped and fell, twisting her ankle.","twisted ankle"
"919221","05-Apr-2003","CA","Tilt-a-Whirl","Tilt-a-whirl/waltzer","Sellner","Load/Unload: hit or pinched by restraint","5","Child was injured when the lap bar came down, striking him on the back of the head.","Injury to back of head."
"917636","06-Apr-2003","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","76","Guest's knee gave out while stepping into ride.",""
"919220","04-Apr-2003","CA","Himalaya","Himalaya-type","Bertazzon 3B SLR","Load/Unload: hit or pinched by restraint","10","Child was injured while closing his lap bar when his finger got stuck in the latch.","Pinched finger"
"909734","04-Apr-2003","TX","family/kiddie coaster","Coaster - family/kiddie","Chance Manufacturing, Inc.","Extremity hit something outside carrier","5","Guest had foot outside ride and foot struck against dock.","Abrasion/Contusion"
"917517","04-Apr-2003","CA","car ride","Car ride","","Collision: patron-controlled vehicles","41","Patron's vehicle was hit from behind while stopped at the ""Y"" utility.",""
"919642","03-Apr-2003","CA","train","Train","","Illness or neurological symptoms","45","Patron complained of dizziness during ride.","Dizziness.  Transported to local hospital."
"909682","03-Apr-2003","TX","twist","Sizzler/scrambler","","Patron hit something within ride vehicle","9","Slid into side of seat, improperly riding","Bump, swelling"
"917308","01-Apr-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Load/Unload: hit or pinched by restraint","4","Guest alleges hitting her eye brow on the restraint as she was exiting the attraction, resulting...","cut to eyebrow"
"911987","30-Mar-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","","A young adolescent female complained of neck and back pain after hear kart was rear ended by ""a...","She was treated and released."
"909684","29-Mar-2003","TX","Orbiter","Orbiter/octopus/remix","AmTech Amusements (Tivoli)","Unknown (not enough info)","","Pain to upper mid lip","Pain"
"909688","29-Mar-2003","TX","Kamikaze","Ranger/kamikaze","Fabbri Group","Unknown (not enough info)","37","Laceration, possible break","Lacertion"
"917306","29-Mar-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","26","Guest alleges back and neck pain","back and neck pain"
"909657","29-Mar-2003","TX","steel sitdown coaster","Coaster - miscellaneous","Premier Rides, Inc.","Injured in queue or exit","40","Twisted ankle in queue line","Sprain"
"919219","28-Mar-2003","CA","wooden coaster","Coaster - wooden","Great Coasters","Collision: operator-controlled vehicles","","While the patron was sitting in the train in the station, another train struck the back of her...","Back pain."
"919218","27-Mar-2003","CA","Wave Swinger","Swing ride","Zierer","Load/Unload: hit or pinched by restraint","12","Patron pinched her thumb while pulling down her lap bar device.","Thumbnail was removed and the area debrided by ER physician."
"911986","27-Mar-2003","FL","Tornado","Tornado-type","Wisdom Industries, Ltd.","Equipment failure","8","Four 8-10 year olds were transported after *** ""Tornado"" ride collapsed when the main bearing...","According to the Sheriff's office all were treated and released."
"918053","27-Mar-2003","CA","wooden coaster","Coaster - wooden","Custom Coasters Int.","Body pain (normal motion)","39","Guest claimed sore neck from first drop of ride, guest faxed documentation of medical visit on 4...","neck pain"
"911985","27-Mar-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","15","A 15 year old female complained of neck and back pain after her kart was rear ended at Hidden...","She was treated and released."
"911782","27-Mar-2003","NC","unidentified coaster","Coaster - miscellaneous","","Abrupt stop/drop/lurch","10","Riding saturator car.  Car made a move and jerked her.","Neck, back, and leg injury"
"918211","25-Mar-2003","CA","wave pool","Wave pool","Wave Tek","Load/Unload: scrape or stumble","42","Guest walked into pool, slipped and injured knee. Spoke with guest's husband telephonically 4/3/...","injured knee"
"911984","24-Mar-2003","FL","fun house","Fun house","","Patrons collided","8","An 8 year old male failed to follow instructions and injured his ankle on *** ""***"" fun house...","It is believed he was treated and released."
"918829","24-Mar-2003","CA","motion simulator","Simulator","Intamin AG","Illness or neurological symptoms","58","Guest and family rode on vehicle #205. Guest's wife said he experienced claustrophobia and...","claustrophobia, anxiety attack"
"911983","23-Mar-2003","FL","Hurricane","Hurricane-type","Dartron Industries","Load/Unload: scrape or stumble","6","A 6 year old female complained of back pain when, while getting in the ride, she incorrectly...","It is believed she was treated and released."
"911982","23-Mar-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","4","While at Boomers Festival Fun Park in Boca Raton a 4 year old while riding with his mother in a...","The child didn't complain of injury but his mother advised she was taking him to a hospital to be checked anyway.  He was treated and released."
"917619","23-Mar-2003","CA","flying elephants","Plane/jet/helicopter","","Load/Unload: scrape or stumble","4","Guest tripped and fell exiting attraction, hitting his head on Dumbo's ear.",""
"917688","22-Mar-2003","CA","dark ride","Track ride","","Seizure or LOC","54","Guest fainted after exiting attraction and fell on her left knee.",""
"909730","21-Mar-2003","TX","go kart","Go-kart","","Go-kart crashed (no further description)","12","Applied the gas instead of break on go-kart and lost control.","Unknown"
"911979","21-Mar-2003","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","13","A 13 year old complained of neck pain after she hit the track divider at Magical Midways' go...","Neck pain.  She was treated and released."
"911980","21-Mar-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","27","A 27 year old female complained of a headache after she spun out and was rear ended by another...","Head pain.  She was treated and released."
"911981","21-Mar-2003","FL","Berry Go Round","Spinning cups/tubs","Sellner","Burn (includes friction burn)","15","A 15 year old received self inflicted burn type abrasions on his hand after he vigorously spun...","Friction burn on hand. He claimed he was going to a hospital to be treated. It is believed he was treated and released."
"909660","21-Mar-2003","TX","steel sitdown coaster","Coaster - miscellaneous","Morgan","Illness or neurological symptoms","18","Unknown","Illness"
"917687","20-Mar-2003","CA","dark ride","Track ride","","Body pain (normal motion)","17","Guest alleges experiencing lower abdominal pain and pressure after riding attraction. Guest is...",""
"917302","19-Mar-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","48","Guest sustained neck pain during the middle of the attraction.","neck pain"
"911978","18-Mar-2003","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","10","March 19, a 10 year old female scratched her arm, transported, treated and released after her...","Injury to arm.  Transported, treated and released."
"919624","18-Mar-2003","CA","motion simulator","Simulator","","Illness or neurological symptoms","59","Guest experienced low blood pressure after riding.  Guest has history of low blood pressure.","Low blood pressure.  Transported to local hospital."
"909656","15-Mar-2003","TX","wooden coaster","Coaster - wooden","Dinn","Body pain (normal motion)","37","Jostled by ride","Strain"
"909686","14-Mar-2003","TX","Gravitron/Starship 2000","Rotor/gravitron","Wisdom Industries, Ltd.","Patron hit something within ride vehicle","11","Hit head inside ride","Bump"
"909685","14-Mar-2003","TX","Zipper","Wheel w/spinning cars","Chance Manufacturing, Inc.","Illness or neurological symptoms","39","Felt dizzy after exiting ride","Dizzy"
"918057","14-Mar-2003","CA","wooden coaster","Coaster - wooden","Custom Coasters Int.","Patron hit something within ride vehicle","33","Guest stated that as he was going down the first drop, he hit the side of his torso on the seat...","rib pain"
"911977","14-Mar-2003","FL","kiddie roundabout","Roundabout","","Ejection/fall from ride","1","A 1-year old female sustained minor lacerations and abrasions when she stood up and fell from ""...","Minor lacerations. She was treated and released."
"909676","14-Mar-2003","TX","twist","Sizzler/scrambler","","Unknown (not enough info)","11","Contusion to left side of head.","Contusion"
"909681","14-Mar-2003","TX","Hi Miler","Coaster - miscellaneous","Miler Coaster, Inc.","Load/Unload: scrape or stumble","3","Fell off exit steps when parent tried to grab","Bruises"
"918869","14-Mar-2003","CA","boat ride","Boat ride","Vekoma","Unscheduled stop","40","Boat 7, row 4, seat 5. Guest was on lift 2 during an evacuation and began complaining of chest...","chest pains, neck pain"
"909679","13-Mar-2003","TX","YoYo","Swing ride","Chance Manufacturing, Inc.","Illness or neurological symptoms","48","Dizzy  after riding Yo-Yo ride.","Dizzy"
"911975","13-Mar-2003","FL","Sooper Jet","Coaster - family/kiddie","Wisdom Industries, Ltd.","Ejection/fall from ride","2","A 2-year old male fell from ""Sooper Jet"" kiddie ride when he stood up. This was done against the...","He was treated and released."
